Name,Email,Phone,WhatsApp Number,Status,Source,Budget Min,Budget Max,Preferred Location,Property Type,Bedroom,Tier,Notes
Lead User 1620,lead1620@example.com,9000001619,9000001619,contacted,facebook,3000000,5400000,Delhi,Villa,4,medium,Auto-generated lead 1620 interested in Villa at Delhi.
Lead User 1621,lead1621@example.com,9000001620,9000001620,lost,referral,3000000,4800000,Pune,Villa,3,medium,Auto-generated lead 1621 interested in Villa at Pune.
Lead User 1622,lead1622@example.com,9000001621,9000001621,qualified,website,7800000,12800000,Bangalore,Villa,4,medium,Auto-generated lead 1622 interested in Villa at Bangalore.
Lead User 1623,lead1623@example.com,9000001622,9000001622,new,website,5100000,6700000,Delhi,4 BHK,1,high,Auto-generated lead 1623 interested in 4 BHK at Delhi.
Lead User 1624,lead1624@example.com,9000001623,9000001623,contacted,google_ads,6300000,11200000,Pune,3 BHK,5,medium,Auto-generated lead 1624 interested in 3 BHK at Pune.
Lead User 1625,lead1625@example.com,9000001624,9000001624,new,website,7400000,9500000,Mumbai,1 BHK,4,high,Auto-generated lead 1625 interested in 1 BHK at Mumbai.
Lead User 1626,lead1626@example.com,9000001625,9000001625,lost,google_ads,6300000,8200000,Mumbai,2 BHK,2,high,Auto-generated lead 1626 interested in 2 BHK at Mumbai.
Lead User 1627,lead1627@example.com,9000001626,9000001626,new,facebook,7900000,10300000,Pune,3 BHK,1,medium,Auto-generated lead 1627 interested in 3 BHK at Pune.
Lead User 1628,lead1628@example.com,9000001627,9000001627,qualified,website,3300000,4300000,Bangalore,Villa,2,medium,Auto-generated lead 1628 interested in Villa at Bangalore.
Lead User 1629,lead1629@example.com,9000001628,9000001628,new,referral,4700000,8000000,Mumbai,1 BHK,5,low,Auto-generated lead 1629 interested in 1 BHK at Mumbai.
Lead User 1630,lead1630@example.com,9000001629,9000001629,lost,google_ads,7300000,12000000,Hyderabad,Villa,2,medium,Auto-generated lead 1630 interested in Villa at Hyderabad.
Lead User 1631,lead1631@example.com,9000001630,9000001630,new,referral,3700000,6500000,Pune,3 BHK,5,high,Auto-generated lead 1631 interested in 3 BHK at Pune.
Lead User 1632,lead1632@example.com,9000001631,9000001631,qualified,website,8000000,9300000,Hyderabad,Villa,3,high,Auto-generated lead 1632 interested in Villa at Hyderabad.
Lead User 1633,lead1633@example.com,9000001632,9000001632,contacted,google_ads,4300000,8100000,Mumbai,2 BHK,1,high,Auto-generated lead 1633 interested in 2 BHK at Mumbai.
Lead User 1634,lead1634@example.com,9000001633,9000001633,new,referral,7400000,11800000,Pune,Villa,3,low,Auto-generated lead 1634 interested in Villa at Pune.
Lead User 1635,lead1635@example.com,9000001634,9000001634,contacted,website,3900000,8000000,Pune,Villa,1,medium,Auto-generated lead 1635 interested in Villa at Pune.
Lead User 1636,lead1636@example.com,9000001635,9000001635,new,referral,6400000,8200000,Delhi,Penthouse,1,high,Auto-generated lead 1636 interested in Penthouse at Delhi.
Lead User 1637,lead1637@example.com,9000001636,9000001636,qualified,facebook,7100000,11800000,Delhi,4 BHK,3,high,Auto-generated lead 1637 interested in 4 BHK at Delhi.
Lead User 1638,lead1638@example.com,9000001637,9000001637,qualified,facebook,4400000,7100000,Mumbai,Villa,3,medium,Auto-generated lead 1638 interested in Villa at Mumbai.
Lead User 1639,lead1639@example.com,9000001638,9000001638,lost,facebook,5200000,8500000,Pune,Villa,3,high,Auto-generated lead 1639 interested in Villa at Pune.
Lead User 1640,lead1640@example.com,9000001639,9000001639,qualified,facebook,6200000,7200000,Pune,Villa,2,medium,Auto-generated lead 1640 interested in Villa at Pune.
Lead User 1641,lead1641@example.com,9000001640,9000001640,lost,website,6400000,9700000,Hyderabad,4 BHK,4,high,Auto-generated lead 1641 interested in 4 BHK at Hyderabad.
Lead User 1642,lead1642@example.com,9000001641,9000001641,new,facebook,4700000,8400000,Mumbai,Penthouse,3,medium,Auto-generated lead 1642 interested in Penthouse at Mumbai.
Lead User 1643,lead1643@example.com,9000001642,9000001642,new,google_ads,6200000,10100000,Pune,1 BHK,2,medium,Auto-generated lead 1643 interested in 1 BHK at Pune.
Lead User 1644,lead1644@example.com,9000001643,9000001643,new,referral,4300000,6900000,Delhi,3 BHK,5,low,Auto-generated lead 1644 interested in 3 BHK at Delhi.
Lead User 1645,lead1645@example.com,9000001644,9000001644,contacted,website,5000000,6800000,Mumbai,1 BHK,5,low,Auto-generated lead 1645 interested in 1 BHK at Mumbai.
Lead User 1646,lead1646@example.com,9000001645,9000001645,contacted,website,7300000,11900000,Pune,1 BHK,4,medium,Auto-generated lead 1646 interested in 1 BHK at Pune.
Lead User 1647,lead1647@example.com,9000001646,9000001646,new,referral,5800000,7500000,Mumbai,4 BHK,2,low,Auto-generated lead 1647 interested in 4 BHK at Mumbai.
Lead User 1648,lead1648@example.com,9000001647,9000001647,new,google_ads,4900000,6800000,Pune,2 BHK,1,low,Auto-generated lead 1648 interested in 2 BHK at Pune.
Lead User 1649,lead1649@example.com,9000001648,9000001648,new,referral,7500000,12100000,Bangalore,4 BHK,5,high,Auto-generated lead 1649 interested in 4 BHK at Bangalore.
Lead User 1650,lead1650@example.com,9000001649,9000001649,lost,google_ads,4300000,5400000,Delhi,1 BHK,4,high,Auto-generated lead 1650 interested in 1 BHK at Delhi.
Lead User 1651,lead1651@example.com,9000001650,9000001650,lost,google_ads,7800000,9600000,Delhi,Villa,5,low,Auto-generated lead 1651 interested in Villa at Delhi.
Lead User 1652,lead1652@example.com,9000001651,9000001651,contacted,website,4200000,9100000,Hyderabad,2 BHK,2,medium,Auto-generated lead 1652 interested in 2 BHK at Hyderabad.
Lead User 1653,lead1653@example.com,9000001652,9000001652,contacted,google_ads,6200000,7500000,Hyderabad,1 BHK,2,high,Auto-generated lead 1653 interested in 1 BHK at Hyderabad.
Lead User 1654,lead1654@example.com,9000001653,9000001653,contacted,google_ads,6100000,9400000,Delhi,4 BHK,1,low,Auto-generated lead 1654 interested in 4 BHK at Delhi.
Lead User 1655,lead1655@example.com,9000001654,9000001654,new,website,6500000,10900000,Bangalore,3 BHK,4,low,Auto-generated lead 1655 interested in 3 BHK at Bangalore.
Lead User 1656,lead1656@example.com,9000001655,9000001655,contacted,referral,3300000,8200000,Pune,Penthouse,4,medium,Auto-generated lead 1656 interested in Penthouse at Pune.
Lead User 1657,lead1657@example.com,9000001656,9000001656,new,google_ads,6300000,7400000,Bangalore,3 BHK,5,high,Auto-generated lead 1657 interested in 3 BHK at Bangalore.
Lead User 1658,lead1658@example.com,9000001657,9000001657,contacted,facebook,6400000,8100000,Mumbai,1 BHK,4,low,Auto-generated lead 1658 interested in 1 BHK at Mumbai.
Lead User 1659,lead1659@example.com,9000001658,9000001658,lost,google_ads,7000000,9500000,Mumbai,Villa,2,low,Auto-generated lead 1659 interested in Villa at Mumbai.
Lead User 1660,lead1660@example.com,9000001659,9000001659,contacted,facebook,4200000,9100000,Pune,1 BHK,2,medium,Auto-generated lead 1660 interested in 1 BHK at Pune.
Lead User 1661,lead1661@example.com,9000001660,9000001660,new,facebook,7400000,10100000,Delhi,4 BHK,1,low,Auto-generated lead 1661 interested in 4 BHK at Delhi.
Lead User 1662,lead1662@example.com,9000001661,9000001661,lost,website,8000000,13000000,Mumbai,Penthouse,4,medium,Auto-generated lead 1662 interested in Penthouse at Mumbai.
Lead User 1663,lead1663@example.com,9000001662,9000001662,contacted,website,7100000,8900000,Delhi,2 BHK,3,high,Auto-generated lead 1663 interested in 2 BHK at Delhi.
Lead User 1664,lead1664@example.com,9000001663,9000001663,new,referral,7600000,9100000,Pune,3 BHK,5,low,Auto-generated lead 1664 interested in 3 BHK at Pune.
Lead User 1665,lead1665@example.com,9000001664,9000001664,contacted,facebook,4300000,5800000,Delhi,2 BHK,1,medium,Auto-generated lead 1665 interested in 2 BHK at Delhi.
Lead User 1666,lead1666@example.com,9000001665,9000001665,qualified,facebook,6300000,10200000,Hyderabad,4 BHK,1,low,Auto-generated lead 1666 interested in 4 BHK at Hyderabad.
Lead User 1667,lead1667@example.com,9000001666,9000001666,lost,referral,5400000,8000000,Pune,2 BHK,1,low,Auto-generated lead 1667 interested in 2 BHK at Pune.
Lead User 1668,lead1668@example.com,9000001667,9000001667,new,referral,3900000,7600000,Pune,2 BHK,5,high,Auto-generated lead 1668 interested in 2 BHK at Pune.
Lead User 1669,lead1669@example.com,9000001668,9000001668,contacted,google_ads,4400000,9200000,Mumbai,2 BHK,5,low,Auto-generated lead 1669 interested in 2 BHK at Mumbai.
Lead User 1670,lead1670@example.com,9000001669,9000001669,new,website,6900000,9000000,Hyderabad,3 BHK,3,high,Auto-generated lead 1670 interested in 3 BHK at Hyderabad.
Lead User 1671,lead1671@example.com,9000001670,9000001670,contacted,referral,7900000,11500000,Pune,3 BHK,3,low,Auto-generated lead 1671 interested in 3 BHK at Pune.
Lead User 1672,lead1672@example.com,9000001671,9000001671,lost,website,7200000,8400000,Bangalore,Penthouse,1,medium,Auto-generated lead 1672 interested in Penthouse at Bangalore.
Lead User 1673,lead1673@example.com,9000001672,9000001672,qualified,website,4100000,5700000,Mumbai,3 BHK,1,high,Auto-generated lead 1673 interested in 3 BHK at Mumbai.
Lead User 1674,lead1674@example.com,9000001673,9000001673,contacted,referral,3100000,7300000,Pune,3 BHK,2,low,Auto-generated lead 1674 interested in 3 BHK at Pune.
Lead User 1675,lead1675@example.com,9000001674,9000001674,lost,referral,7300000,12100000,Mumbai,2 BHK,1,medium,Auto-generated lead 1675 interested in 2 BHK at Mumbai.
Lead User 1676,lead1676@example.com,9000001675,9000001675,qualified,website,6700000,11300000,Mumbai,4 BHK,5,low,Auto-generated lead 1676 interested in 4 BHK at Mumbai.
Lead User 1677,lead1677@example.com,9000001676,9000001676,lost,facebook,6000000,8000000,Pune,Villa,2,medium,Auto-generated lead 1677 interested in Villa at Pune.
Lead User 1678,lead1678@example.com,9000001677,9000001677,contacted,facebook,3800000,7600000,Mumbai,Penthouse,5,low,Auto-generated lead 1678 interested in Penthouse at Mumbai.
Lead User 1679,lead1679@example.com,9000001678,9000001678,lost,website,3900000,5100000,Mumbai,3 BHK,3,medium,Auto-generated lead 1679 interested in 3 BHK at Mumbai.
Lead User 1680,lead1680@example.com,9000001679,9000001679,lost,google_ads,5200000,9900000,Bangalore,4 BHK,2,medium,Auto-generated lead 1680 interested in 4 BHK at Bangalore.
Lead User 1681,lead1681@example.com,9000001680,9000001680,new,website,4700000,7500000,Mumbai,4 BHK,5,medium,Auto-generated lead 1681 interested in 4 BHK at Mumbai.
Lead User 1682,lead1682@example.com,9000001681,9000001681,qualified,google_ads,5400000,7800000,Mumbai,Penthouse,3,medium,Auto-generated lead 1682 interested in Penthouse at Mumbai.
Lead User 1683,lead1683@example.com,9000001682,9000001682,qualified,google_ads,4500000,7800000,Hyderabad,1 BHK,1,high,Auto-generated lead 1683 interested in 1 BHK at Hyderabad.
Lead User 1684,lead1684@example.com,9000001683,9000001683,qualified,website,3800000,6100000,Pune,Penthouse,2,low,Auto-generated lead 1684 interested in Penthouse at Pune.
Lead User 1685,lead1685@example.com,9000001684,9000001684,qualified,referral,4500000,8500000,Delhi,3 BHK,2,high,Auto-generated lead 1685 interested in 3 BHK at Delhi.
Lead User 1686,lead1686@example.com,9000001685,9000001685,lost,google_ads,7200000,11600000,Bangalore,Villa,4,medium,Auto-generated lead 1686 interested in Villa at Bangalore.
Lead User 1687,lead1687@example.com,9000001686,9000001686,contacted,website,3600000,8000000,Pune,1 BHK,5,low,Auto-generated lead 1687 interested in 1 BHK at Pune.
Lead User 1688,lead1688@example.com,9000001687,9000001687,qualified,website,3300000,7200000,Pune,Villa,3,low,Auto-generated lead 1688 interested in Villa at Pune.
Lead User 1689,lead1689@example.com,9000001688,9000001688,contacted,website,5600000,8200000,Mumbai,Villa,2,high,Auto-generated lead 1689 interested in Villa at Mumbai.
Lead User 1690,lead1690@example.com,9000001689,9000001689,contacted,google_ads,4000000,6900000,Mumbai,2 BHK,3,high,Auto-generated lead 1690 interested in 2 BHK at Mumbai.
Lead User 1691,lead1691@example.com,9000001690,9000001690,new,google_ads,3600000,5500000,Mumbai,4 BHK,2,low,Auto-generated lead 1691 interested in 4 BHK at Mumbai.
Lead User 1692,lead1692@example.com,9000001691,9000001691,qualified,google_ads,7400000,11100000,Delhi,1 BHK,4,low,Auto-generated lead 1692 interested in 1 BHK at Delhi.
Lead User 1693,lead1693@example.com,9000001692,9000001692,contacted,website,6500000,7900000,Pune,Penthouse,3,low,Auto-generated lead 1693 interested in Penthouse at Pune.
Lead User 1694,lead1694@example.com,9000001693,9000001693,qualified,google_ads,6900000,9800000,Delhi,Villa,4,low,Auto-generated lead 1694 interested in Villa at Delhi.
Lead User 1695,lead1695@example.com,9000001694,9000001694,qualified,facebook,7000000,10700000,Pune,Penthouse,1,high,Auto-generated lead 1695 interested in Penthouse at Pune.
Lead User 1696,lead1696@example.com,9000001695,9000001695,lost,google_ads,4700000,9000000,Mumbai,4 BHK,3,high,Auto-generated lead 1696 interested in 4 BHK at Mumbai.
Lead User 1697,lead1697@example.com,9000001696,9000001696,qualified,website,4600000,9200000,Bangalore,Villa,1,medium,Auto-generated lead 1697 interested in Villa at Bangalore.
Lead User 1698,lead1698@example.com,9000001697,9000001697,qualified,google_ads,4800000,9000000,Pune,1 BHK,3,high,Auto-generated lead 1698 interested in 1 BHK at Pune.
Lead User 1699,lead1699@example.com,9000001698,9000001698,contacted,google_ads,7000000,8900000,Delhi,1 BHK,5,high,Auto-generated lead 1699 interested in 1 BHK at Delhi.
Lead User 1700,lead1700@example.com,9000001699,9000001699,lost,facebook,4100000,6200000,Mumbai,Penthouse,5,medium,Auto-generated lead 1700 interested in Penthouse at Mumbai.
Lead User 1701,lead1701@example.com,9000001700,9000001700,qualified,google_ads,5100000,7800000,Delhi,4 BHK,1,low,Auto-generated lead 1701 interested in 4 BHK at Delhi.
Lead User 1702,lead1702@example.com,9000001701,9000001701,lost,referral,4100000,6300000,Delhi,3 BHK,5,low,Auto-generated lead 1702 interested in 3 BHK at Delhi.
Lead User 1703,lead1703@example.com,9000001702,9000001702,contacted,facebook,3900000,5300000,Mumbai,Penthouse,4,medium,Auto-generated lead 1703 interested in Penthouse at Mumbai.
Lead User 1704,lead1704@example.com,9000001703,9000001703,lost,google_ads,7700000,8900000,Delhi,Villa,5,medium,Auto-generated lead 1704 interested in Villa at Delhi.
Lead User 1705,lead1705@example.com,9000001704,9000001704,qualified,google_ads,6800000,9700000,Bangalore,1 BHK,1,high,Auto-generated lead 1705 interested in 1 BHK at Bangalore.
Lead User 1706,lead1706@example.com,9000001705,9000001705,lost,facebook,4800000,8700000,Pune,3 BHK,4,high,Auto-generated lead 1706 interested in 3 BHK at Pune.
Lead User 1707,lead1707@example.com,9000001706,9000001706,lost,referral,5500000,7100000,Pune,4 BHK,3,medium,Auto-generated lead 1707 interested in 4 BHK at Pune.
Lead User 1708,lead1708@example.com,9000001707,9000001707,contacted,website,7700000,12200000,Delhi,1 BHK,2,high,Auto-generated lead 1708 interested in 1 BHK at Delhi.
Lead User 1709,lead1709@example.com,9000001708,9000001708,qualified,website,4200000,8800000,Pune,Villa,4,high,Auto-generated lead 1709 interested in Villa at Pune.
Lead User 1710,lead1710@example.com,9000001709,9000001709,qualified,google_ads,6500000,10100000,Bangalore,1 BHK,5,medium,Auto-generated lead 1710 interested in 1 BHK at Bangalore.
Lead User 1711,lead1711@example.com,9000001710,9000001710,lost,facebook,5300000,9900000,Pune,1 BHK,1,high,Auto-generated lead 1711 interested in 1 BHK at Pune.
Lead User 1712,lead1712@example.com,9000001711,9000001711,new,facebook,4200000,8400000,Hyderabad,Penthouse,4,medium,Auto-generated lead 1712 interested in Penthouse at Hyderabad.
Lead User 1713,lead1713@example.com,9000001712,9000001712,contacted,website,5900000,8600000,Hyderabad,2 BHK,3,medium,Auto-generated lead 1713 interested in 2 BHK at Hyderabad.
Lead User 1714,lead1714@example.com,9000001713,9000001713,lost,google_ads,4300000,8700000,Hyderabad,4 BHK,1,medium,Auto-generated lead 1714 interested in 4 BHK at Hyderabad.
Lead User 1715,lead1715@example.com,9000001714,9000001714,qualified,referral,7100000,11600000,Mumbai,3 BHK,4,high,Auto-generated lead 1715 interested in 3 BHK at Mumbai.
Lead User 1716,lead1716@example.com,9000001715,9000001715,new,referral,3400000,8400000,Bangalore,4 BHK,5,medium,Auto-generated lead 1716 interested in 4 BHK at Bangalore.
Lead User 1717,lead1717@example.com,9000001716,9000001716,qualified,website,7500000,11600000,Bangalore,1 BHK,1,high,Auto-generated lead 1717 interested in 1 BHK at Bangalore.
Lead User 1718,lead1718@example.com,9000001717,9000001717,new,referral,3100000,4900000,Mumbai,1 BHK,1,low,Auto-generated lead 1718 interested in 1 BHK at Mumbai.
Lead User 1719,lead1719@example.com,9000001718,9000001718,qualified,website,4300000,8700000,Pune,Villa,3,low,Auto-generated lead 1719 interested in Villa at Pune.
Lead User 1720,lead1720@example.com,9000001719,9000001719,lost,website,5200000,7700000,Hyderabad,4 BHK,4,low,Auto-generated lead 1720 interested in 4 BHK at Hyderabad.
Lead User 1721,lead1721@example.com,9000001720,9000001720,lost,referral,7000000,8500000,Pune,2 BHK,5,medium,Auto-generated lead 1721 interested in 2 BHK at Pune.
Lead User 1722,lead1722@example.com,9000001721,9000001721,lost,facebook,4800000,8200000,Bangalore,1 BHK,3,medium,Auto-generated lead 1722 interested in 1 BHK at Bangalore.
Lead User 1723,lead1723@example.com,9000001722,9000001722,new,facebook,7700000,11300000,Pune,3 BHK,5,high,Auto-generated lead 1723 interested in 3 BHK at Pune.
Lead User 1724,lead1724@example.com,9000001723,9000001723,contacted,google_ads,4000000,5700000,Delhi,Penthouse,5,low,Auto-generated lead 1724 interested in Penthouse at Delhi.
Lead User 1725,lead1725@example.com,9000001724,9000001724,contacted,website,3100000,5100000,Mumbai,Penthouse,5,low,Auto-generated lead 1725 interested in Penthouse at Mumbai.
Lead User 1726,lead1726@example.com,9000001725,9000001725,lost,website,6900000,8600000,Pune,4 BHK,1,medium,Auto-generated lead 1726 interested in 4 BHK at Pune.
Lead User 1727,lead1727@example.com,9000001726,9000001726,new,referral,6300000,7900000,Hyderabad,2 BHK,2,high,Auto-generated lead 1727 interested in 2 BHK at Hyderabad.
Lead User 1728,lead1728@example.com,9000001727,9000001727,qualified,google_ads,7300000,8900000,Hyderabad,3 BHK,3,low,Auto-generated lead 1728 interested in 3 BHK at Hyderabad.
Lead User 1729,lead1729@example.com,9000001728,9000001728,qualified,website,7200000,11500000,Hyderabad,1 BHK,4,medium,Auto-generated lead 1729 interested in 1 BHK at Hyderabad.
Lead User 1730,lead1730@example.com,9000001729,9000001729,contacted,facebook,7100000,10800000,Mumbai,2 BHK,5,low,Auto-generated lead 1730 interested in 2 BHK at Mumbai.
Lead User 1731,lead1731@example.com,9000001730,9000001730,new,google_ads,4400000,8700000,Bangalore,Penthouse,3,high,Auto-generated lead 1731 interested in Penthouse at Bangalore.
Lead User 1732,lead1732@example.com,9000001731,9000001731,lost,facebook,5000000,8100000,Mumbai,2 BHK,4,low,Auto-generated lead 1732 interested in 2 BHK at Mumbai.
Lead User 1733,lead1733@example.com,9000001732,9000001732,lost,referral,6800000,9200000,Delhi,Villa,1,low,Auto-generated lead 1733 interested in Villa at Delhi.
Lead User 1734,lead1734@example.com,9000001733,9000001733,new,website,4300000,8900000,Mumbai,4 BHK,3,low,Auto-generated lead 1734 interested in 4 BHK at Mumbai.
Lead User 1735,lead1735@example.com,9000001734,9000001734,qualified,google_ads,5300000,8700000,Hyderabad,Penthouse,3,low,Auto-generated lead 1735 interested in Penthouse at Hyderabad.
Lead User 1736,lead1736@example.com,9000001735,9000001735,new,website,6200000,9300000,Pune,1 BHK,4,high,Auto-generated lead 1736 interested in 1 BHK at Pune.
Lead User 1737,lead1737@example.com,9000001736,9000001736,qualified,google_ads,3100000,7600000,Mumbai,2 BHK,3,high,Auto-generated lead 1737 interested in 2 BHK at Mumbai.
Lead User 1738,lead1738@example.com,9000001737,9000001737,lost,website,6600000,11500000,Mumbai,1 BHK,1,medium,Auto-generated lead 1738 interested in 1 BHK at Mumbai.
Lead User 1739,lead1739@example.com,9000001738,9000001738,new,website,5800000,8100000,Mumbai,4 BHK,3,low,Auto-generated lead 1739 interested in 4 BHK at Mumbai.
Lead User 1740,lead1740@example.com,9000001739,9000001739,lost,google_ads,7600000,8900000,Pune,1 BHK,3,medium,Auto-generated lead 1740 interested in 1 BHK at Pune.
Lead User 1741,lead1741@example.com,9000001740,9000001740,qualified,website,4500000,5500000,Hyderabad,Penthouse,1,high,Auto-generated lead 1741 interested in Penthouse at Hyderabad.
Lead User 1742,lead1742@example.com,9000001741,9000001741,qualified,google_ads,3400000,4700000,Bangalore,1 BHK,5,medium,Auto-generated lead 1742 interested in 1 BHK at Bangalore.
Lead User 1743,lead1743@example.com,9000001742,9000001742,contacted,referral,6300000,8200000,Pune,3 BHK,5,low,Auto-generated lead 1743 interested in 3 BHK at Pune.
Lead User 1744,lead1744@example.com,9000001743,9000001743,qualified,website,3100000,4900000,Delhi,4 BHK,3,high,Auto-generated lead 1744 interested in 4 BHK at Delhi.
Lead User 1745,lead1745@example.com,9000001744,9000001744,new,website,3100000,4400000,Delhi,2 BHK,2,low,Auto-generated lead 1745 interested in 2 BHK at Delhi.
Lead User 1746,lead1746@example.com,9000001745,9000001745,contacted,website,3400000,5500000,Bangalore,Villa,4,medium,Auto-generated lead 1746 interested in Villa at Bangalore.
Lead User 1747,lead1747@example.com,9000001746,9000001746,new,google_ads,7800000,9800000,Pune,Villa,2,high,Auto-generated lead 1747 interested in Villa at Pune.
Lead User 1748,lead1748@example.com,9000001747,9000001747,new,facebook,4500000,9000000,Delhi,4 BHK,2,medium,Auto-generated lead 1748 interested in 4 BHK at Delhi.
Lead User 1749,lead1749@example.com,9000001748,9000001748,qualified,referral,7800000,10600000,Bangalore,3 BHK,2,low,Auto-generated lead 1749 interested in 3 BHK at Bangalore.
Lead User 1750,lead1750@example.com,9000001749,9000001749,new,referral,5800000,8500000,Mumbai,4 BHK,2,medium,Auto-generated lead 1750 interested in 4 BHK at Mumbai.
Lead User 1751,lead1751@example.com,9000001750,9000001750,contacted,referral,7500000,8700000,Hyderabad,2 BHK,5,medium,Auto-generated lead 1751 interested in 2 BHK at Hyderabad.
Lead User 1752,lead1752@example.com,9000001751,9000001751,new,website,5600000,8600000,Pune,4 BHK,3,high,Auto-generated lead 1752 interested in 4 BHK at Pune.
Lead User 1753,lead1753@example.com,9000001752,9000001752,new,facebook,5800000,10100000,Delhi,3 BHK,5,medium,Auto-generated lead 1753 interested in 3 BHK at Delhi.
Lead User 1754,lead1754@example.com,9000001753,9000001753,new,google_ads,5600000,6800000,Hyderabad,Villa,1,medium,Auto-generated lead 1754 interested in Villa at Hyderabad.
Lead User 1755,lead1755@example.com,9000001754,9000001754,contacted,facebook,5900000,10400000,Pune,4 BHK,3,medium,Auto-generated lead 1755 interested in 4 BHK at Pune.
Lead User 1756,lead1756@example.com,9000001755,9000001755,new,referral,3400000,8400000,Pune,4 BHK,1,high,Auto-generated lead 1756 interested in 4 BHK at Pune.
Lead User 1757,lead1757@example.com,9000001756,9000001756,contacted,referral,5600000,10200000,Bangalore,Villa,1,low,Auto-generated lead 1757 interested in Villa at Bangalore.
Lead User 1758,lead1758@example.com,9000001757,9000001757,lost,website,3700000,5600000,Mumbai,Penthouse,5,high,Auto-generated lead 1758 interested in Penthouse at Mumbai.
Lead User 1759,lead1759@example.com,9000001758,9000001758,contacted,referral,4000000,6500000,Hyderabad,2 BHK,4,low,Auto-generated lead 1759 interested in 2 BHK at Hyderabad.
Lead User 1760,lead1760@example.com,9000001759,9000001759,contacted,website,5100000,9700000,Bangalore,4 BHK,4,low,Auto-generated lead 1760 interested in 4 BHK at Bangalore.
Lead User 1761,lead1761@example.com,9000001760,9000001760,lost,website,5700000,9100000,Pune,Villa,3,low,Auto-generated lead 1761 interested in Villa at Pune.
Lead User 1762,lead1762@example.com,9000001761,9000001761,lost,website,6000000,10600000,Pune,2 BHK,3,high,Auto-generated lead 1762 interested in 2 BHK at Pune.
Lead User 1763,lead1763@example.com,9000001762,9000001762,contacted,referral,5300000,7700000,Pune,1 BHK,3,medium,Auto-generated lead 1763 interested in 1 BHK at Pune.
Lead User 1764,lead1764@example.com,9000001763,9000001763,qualified,website,3400000,5900000,Hyderabad,3 BHK,1,medium,Auto-generated lead 1764 interested in 3 BHK at Hyderabad.
Lead User 1765,lead1765@example.com,9000001764,9000001764,new,referral,3200000,6000000,Delhi,3 BHK,4,low,Auto-generated lead 1765 interested in 3 BHK at Delhi.
Lead User 1766,lead1766@example.com,9000001765,9000001765,contacted,google_ads,6900000,10200000,Hyderabad,2 BHK,1,low,Auto-generated lead 1766 interested in 2 BHK at Hyderabad.
Lead User 1767,lead1767@example.com,9000001766,9000001766,contacted,website,7400000,12300000,Hyderabad,1 BHK,4,medium,Auto-generated lead 1767 interested in 1 BHK at Hyderabad.
Lead User 1768,lead1768@example.com,9000001767,9000001767,qualified,website,4000000,6000000,Delhi,1 BHK,4,low,Auto-generated lead 1768 interested in 1 BHK at Delhi.
Lead User 1769,lead1769@example.com,9000001768,9000001768,lost,referral,6600000,9900000,Mumbai,3 BHK,1,low,Auto-generated lead 1769 interested in 3 BHK at Mumbai.
Lead User 1770,lead1770@example.com,9000001769,9000001769,lost,referral,6900000,9600000,Bangalore,2 BHK,1,medium,Auto-generated lead 1770 interested in 2 BHK at Bangalore.
Lead User 1771,lead1771@example.com,9000001770,9000001770,contacted,google_ads,7800000,12600000,Pune,1 BHK,3,medium,Auto-generated lead 1771 interested in 1 BHK at Pune.
Lead User 1772,lead1772@example.com,9000001771,9000001771,lost,facebook,4700000,9600000,Pune,Penthouse,1,medium,Auto-generated lead 1772 interested in Penthouse at Pune.
Lead User 1773,lead1773@example.com,9000001772,9000001772,new,facebook,4000000,8300000,Hyderabad,3 BHK,2,medium,Auto-generated lead 1773 interested in 3 BHK at Hyderabad.
Lead User 1774,lead1774@example.com,9000001773,9000001773,qualified,google_ads,6400000,9400000,Mumbai,2 BHK,2,high,Auto-generated lead 1774 interested in 2 BHK at Mumbai.
Lead User 1775,lead1775@example.com,9000001774,9000001774,contacted,facebook,3600000,7000000,Mumbai,Villa,5,high,Auto-generated lead 1775 interested in Villa at Mumbai.
Lead User 1776,lead1776@example.com,9000001775,9000001775,qualified,google_ads,3600000,5600000,Bangalore,3 BHK,5,high,Auto-generated lead 1776 interested in 3 BHK at Bangalore.
Lead User 1777,lead1777@example.com,9000001776,9000001776,new,website,7700000,8700000,Hyderabad,3 BHK,1,high,Auto-generated lead 1777 interested in 3 BHK at Hyderabad.
Lead User 1778,lead1778@example.com,9000001777,9000001777,contacted,referral,6800000,11300000,Hyderabad,2 BHK,5,medium,Auto-generated lead 1778 interested in 2 BHK at Hyderabad.
Lead User 1779,lead1779@example.com,9000001778,9000001778,lost,google_ads,6400000,7700000,Pune,Penthouse,4,high,Auto-generated lead 1779 interested in Penthouse at Pune.
Lead User 1780,lead1780@example.com,9000001779,9000001779,lost,facebook,4800000,8600000,Pune,2 BHK,5,high,Auto-generated lead 1780 interested in 2 BHK at Pune.
Lead User 1781,lead1781@example.com,9000001780,9000001780,contacted,website,8000000,12400000,Hyderabad,1 BHK,2,medium,Auto-generated lead 1781 interested in 1 BHK at Hyderabad.
Lead User 1782,lead1782@example.com,9000001781,9000001781,lost,facebook,6000000,9400000,Pune,Penthouse,2,medium,Auto-generated lead 1782 interested in Penthouse at Pune.
Lead User 1783,lead1783@example.com,9000001782,9000001782,qualified,referral,8000000,9300000,Mumbai,2 BHK,1,low,Auto-generated lead 1783 interested in 2 BHK at Mumbai.
